FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NUTRIENT_COMMENTS,TCO2_UMOL_PER_KG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOL_PER_L,OXYGEN_FLAG,OXYGEN_COMMENTS,geom
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4cc,North Stradbroke,12/04/2010 8:35,NRSNSI,NRSNSI20100411,NRSNSI20100411_040,2010-04-11T22:35:00Z,-27.345,153.562,40,35.551,1,,1.5,1,5.1,1,0.44,1,0.03,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4cb,North Stradbroke,12/04/2010 8:35,NRSNSI,NRSNSI20100411,NRSNSI20100411_050,2010-04-11T22:35:00Z,-27.345,153.562,50,35.548,1,,2.2,1,6.9,1,0.55,1,0,1,,2090.74,1,,2332,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4ca,North Stradbroke,12/04/2010 8:35,NRSNSI,NRSNSI20100411,NRSNSI20100411_057,2010-04-11T22:35:00Z,-27.345,153.562,57,35.506,1,,2.5,1,7.1,1,0.56,1,0.02,1,,2090.2,1,,2332.17,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c9,North Stradbroke,21/05/2010 8:21,NRSNSI,NRSNSI20100520,NRSNSI20100520_000,2010-05-20T22:21:00Z,-27.345,153.562,0,35.177,1,,0.5,1,0.1,1,0,1,0.11,1,,1979.72,1,,2304.78,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c8,North Stradbroke,21/05/2010 8:21,NRSNSI,NRSNSI20100520,NRSNSI20100520_010,2010-05-20T22:21:00Z,-27.345,153.562,10,35.24,1,,0.6,1,0.3,1,0.01,1,0.11,1,,1983.48,1,,2311.46,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c7,North Stradbroke,21/05/2010 8:21,NRSNSI,NRSNSI20100520,NRSNSI20100520_020,2010-05-20T22:21:00Z,-27.345,153.562,20,35.245,1,,0.6,1,0.2,1,0.01,1,0.12,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c6,North Stradbroke,21/05/2010 8:21,NRSNSI,NRSNSI20100520,NRSNSI20100520_030,2010-05-20T22:21:00Z,-27.345,153.562,30,35.24,1,,0.6,1,0.2,1,0.02,1,0.17,1,,1982.52,1,,2310.58,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c5,North Stradbroke,21/05/2010 8:21,NRSNSI,NRSNSI20100520,NRSNSI20100520_040,2010-05-20T22:21:00Z,-27.345,153.562,40,35.239,1,,0.6,1,0.2,1,0,1,0.11,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c4,North Stradbroke,21/05/2010 8:21,NRSNSI,NRSNSI20100520,NRSNSI20100520_050,2010-05-20T22:21:00Z,-27.345,153.562,50,35.244,1,,0.5,1,0,1,0.01,1,0.1,1,,1980.69,1,,2309.66,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c3,North Stradbroke,21/05/2010 8:21,NRSNSI,NRSNSI20100520,NRSNSI20100520_057,2010-05-20T22:21:00Z,-27.345,153.562,57,35.228,1,,0.6,1,0.1,1,0,1,0.16,1,,1986.06,1,,2310.94,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c2,North Stradbroke,18/06/2010 12:30,NRSNSI,NRSNSI20100618,NRSNSI20100618_000,2010-06-18T02:30:00Z,-27.345,153.562,0,35.517,1,,0,1,0.1,1,0,1,0.13,1,,2006.71,1,,2328.13,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c1,North Stradbroke,18/06/2010 12:30,NRSNSI,NRSNSI20100618,NRSNSI20100618_010,2010-06-18T02:30:00Z,-27.345,153.562,10,35.52,1,,0,1,0.1,1,0,1,0.11,1,,2008.35,1,,2328.64,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4c0,North Stradbroke,18/06/2010 12:30,NRSNSI,NRSNSI20100618,NRSNSI20100618_020,2010-06-18T02:30:00Z,-27.345,153.562,20,35.518,1,,0,1,0,1,0.01,1,0.08,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4bf,North Stradbroke,18/06/2010 12:30,NRSNSI,NRSNSI20100618,NRSNSI20100618_030,2010-06-18T02:30:00Z,-27.345,153.562,30,35.538,1,,0.1,1,0.2,1,0.07,1,0.13,1,,2013.71,1,,2328.83,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4be,North Stradbroke,18/06/2010 12:30,NRSNSI,NRSNSI20100618,NRSNSI20100618_040,2010-06-18T02:30:00Z,-27.345,153.562,40,35.498,1,,0.5,1,0.3,1,0.06,1,0.31,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4bd,North Stradbroke,18/06/2010 12:30,NRSNSI,NRSNSI20100618,NRSNSI20100618_050,2010-06-18T02:30:00Z,-27.345,153.562,50,35.503,1,,0.6,1,0.4,1,0.06,1,0.29,1,,2020.49,1,,2327.44,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4bc,North Stradbroke,18/06/2010 12:30,NRSNSI,NRSNSI20100618,NRSNSI20100618_057,2010-06-18T02:30:00Z,-27.345,153.562,57,35.561,1,,0.6,1,0.4,1,0.05,1,0.3,1,,2022.48,1,,2330.31,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4bb,North Stradbroke,12/07/2010 8:45,NRSNSI,NRSNSI20100711,NRSNSI20100711_000,2010-07-11T22:45:00Z,-27.345,153.562,0,35.47,1,,0.3,1,0,1,0.13,1,0.14,1,,2000.23,1,,2323.05,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4ba,North Stradbroke,12/07/2010 8:45,NRSNSI,NRSNSI20100711,NRSNSI20100711_010,2010-07-11T22:45:00Z,-27.345,153.562,10,35.45,1,,0.2,1,0,1,0.14,1,0.08,1,,2001.19,1,,2322.45,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b9,North Stradbroke,12/07/2010 8:45,NRSNSI,NRSNSI20100711,NRSNSI20100711_020,2010-07-11T22:45:00Z,-27.345,153.562,20,35.459,1,,0.1,1,0,1,0.14,1,0.11,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b8,North Stradbroke,12/07/2010 8:45,NRSNSI,NRSNSI20100711,NRSNSI20100711_030,2010-07-11T22:45:00Z,-27.345,153.562,30,35.458,1,,0.4,1,0.1,1,0.15,1,0.14,1,,2006.38,1,,2323.66,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b7,North Stradbroke,12/07/2010 8:45,NRSNSI,NRSNSI20100711,NRSNSI20100711_040,2010-07-11T22:45:00Z,-27.345,153.562,40,35.501,1,,0.9,1,0.3,1,0.19,1,0.31,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b6,North Stradbroke,12/07/2010 8:45,NRSNSI,NRSNSI20100711,NRSNSI20100711_050,2010-07-11T22:45:00Z,-27.345,153.562,50,35.489,1,,1.2,1,0.5,1,0.18,1,0.35,1,,2020.93,1,,2327.11,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b5,North Stradbroke,12/07/2010 8:45,NRSNSI,NRSNSI20100711,NRSNSI20100711_057,2010-07-11T22:45:00Z,-27.345,153.562,57,35.489,1,,1.2,1,0.7,1,0.2,1,0.45,1,,2022.92,1,,2327.42,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b4,North Stradbroke,18/08/2010 8:25,NRSNSI,NRSNSI20100817,NRSNSI20100817_000,2010-08-17T22:25:00Z,-27.345,153.562,0,35.48,1,,0.3,1,0,1,0.13,1,0.19,1,,2004.61,1,,2324.94,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b3,North Stradbroke,18/08/2010 8:25,NRSNSI,NRSNSI20100817,NRSNSI20100817_010,2010-08-17T22:25:00Z,-27.345,153.562,10,35.49,1,,0.4,1,0,1,0.13,1,0.09,1,,2008.63,1,,2324.99,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b2,North Stradbroke,18/08/2010 8:25,NRSNSI,NRSNSI20100817,NRSNSI20100817_020,2010-08-17T22:25:00Z,-27.345,153.562,20,35.492,1,,0.3,1,0.1,1,0.12,1,0.02,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b1,North Stradbroke,18/08/2010 8:25,NRSNSI,NRSNSI20100817,NRSNSI20100817_030,2010-08-17T22:25:00Z,-27.345,153.562,30,35.483,1,,0.3,1,0.1,1,0.15,1,0.18,1,,2008.64,1,,2327.03,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4b0,North Stradbroke,18/08/2010 8:25,NRSNSI,NRSNSI20100817,NRSNSI20100817_040,2010-08-17T22:25:00Z,-27.345,153.562,40,35.499,1,,0.6,1,1.8,1,0.28,1,0.4,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4af,North Stradbroke,18/08/2010 8:25,NRSNSI,NRSNSI20100817,NRSNSI20100817_050,2010-08-17T22:25:00Z,-27.345,153.562,50,35.599,1,,2.1,1,5.8,1,0.53,1,0.36,1,,2071.55,1,,2329.88,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4ae,North Stradbroke,18/08/2010 8:25,NRSNSI,NRSNSI20100817,NRSNSI20100817_057,2010-08-17T22:25:00Z,-27.345,153.562,57,35.538,1,,2.1,1,5.3,1,0.51,1,0.32,1,,2069.8,1,,2330.57,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4ad,North Stradbroke,16/09/2010 12:45,NRSNSI,NRSNSI20100916,NRSNSI20100916_000,2010-09-16T02:45:00Z,-27.345,153.562,0,35.486,1,,0.4,1,0.3,1,0.23,1,1.02,1,,2008.08,1,,2323.55,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4ac,North Stradbroke,16/09/2010 12:45,NRSNSI,NRSNSI20100916,NRSNSI20100916_010,2010-09-16T02:45:00Z,-27.345,153.562,10,35.485,1,,0.4,1,0.2,1,0.25,1,0.12,1,,2006.81,1,,2323.2,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4ab,North Stradbroke,16/09/2010 12:45,NRSNSI,NRSNSI20100916,NRSNSI20100916_020,2010-09-16T02:45:00Z,-27.345,153.562,20,35.488,1,,0.5,1,0.2,1,0.24,1,0.14,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4aa,North Stradbroke,16/09/2010 12:45,NRSNSI,NRSNSI20100916,NRSNSI20100916_030,2010-09-16T02:45:00Z,-27.345,153.562,30,35.538,1,,2.1,1,6.6,1,0.62,1,0.22,1,,2006.69,2,WOCE - questionable data,2329.09,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a9,North Stradbroke,16/09/2010 12:45,NRSNSI,NRSNSI20100916,NRSNSI20100916_040,2010-09-16T02:45:00Z,-27.345,153.562,40,35.542,1,,2.4,1,7.8,1,0.69,1,0.11,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a8,North Stradbroke,16/09/2010 12:45,NRSNSI,NRSNSI20100916,NRSNSI20100916_050,2010-09-16T02:45:00Z,-27.345,153.562,50,35.492,1,,0.4,2,0.2,2,0.23,1,0.09,1,,2069.58,2,WOCE - questionable data,2323.69,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a7,North Stradbroke,16/09/2010 12:45,NRSNSI,NRSNSI20100916,NRSNSI20100916_057,2010-09-16T02:45:00Z,-27.345,153.562,57,35.505,1,,1.1,1,2.9,2,0.41,1,0.23,1,,2037.93,1,,2325.31,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a6,North Stradbroke,18/10/2010 10:00,NRSNSI,NRSNSI20101018,NRSNSI20101018_000,2010-10-18T00:00:00Z,-27.345,153.562,0,35.367,1,,0.8,1,0.1,1,0.22,1,0.09,1,,2006.71,1,,2315.05,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a5,North Stradbroke,18/10/2010 10:00,NRSNSI,NRSNSI20101018,NRSNSI20101018_010,2010-10-18T00:00:00Z,-27.345,153.562,10,35.369,1,,0.7,1,0.2,1,0.22,1,0.06,1,,2007.57,1,,2316.17,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a4,North Stradbroke,18/10/2010 10:00,NRSNSI,NRSNSI20101018,NRSNSI20101018_020,2010-10-18T00:00:00Z,-27.345,153.562,20,35.41,1,,0.7,1,0.2,1,0.24,1,0.1,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a3,North Stradbroke,18/10/2010 10:00,NRSNSI,NRSNSI20101018,NRSNSI20101018_030,2010-10-18T00:00:00Z,-27.345,153.562,30,35.424,1,,1,1,0.2,1,0.24,1,0.35,1,,2012.53,1,,2319.13,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a2,North Stradbroke,18/10/2010 10:00,NRSNSI,NRSNSI20101018,NRSNSI20101018_040,2010-10-18T00:00:00Z,-27.345,153.562,40,35.47,1,,1.9,1,2.8,1,0.41,1,0.19,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a1,North Stradbroke,18/10/2010 10:00,NRSNSI,NRSNSI20101018,NRSNSI20101018_050,2010-10-18T00:00:00Z,-27.345,153.562,50,35.519,1,,2.8,1,7,1,0.64,1,0.12,1,,2073.59,1,,2325.75,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-4a0,North Stradbroke,18/10/2010 10:00,NRSNSI,NRSNSI20101018,NRSNSI20101018_057,2010-10-18T00:00:00Z,-27.345,153.562,57,35.528,1,,2.8,1,8.8,1,0.74,1,0.17,1,,2090.31,1,,2326.59,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-49f,North Stradbroke,16/11/2010 9:30,NRSNSI,NRSNSI20101115,NRSNSI20101115_000,2010-11-15T23:30:00Z,-27.345,153.562,0,35.305,1,,1.2,1,0,1,0.03,1,0.05,1,,1999.17,1,,2311.58,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-49e,North Stradbroke,16/11/2010 9:30,NRSNSI,NRSNSI20101115,NRSNSI20101115_010,2010-11-15T23:30:00Z,-27.345,153.562,10,35.287,1,,1.4,1,0,1,0.03,1,0.02,1,,1999.33,1,,2309.86,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-49d,North Stradbroke,16/11/2010 9:30,NRSNSI,NRSNSI20101115,NRSNSI20101115_020,2010-11-15T23:30:00Z,-27.345,153.562,20,35.331,1,,1.4,1,0,1,0.02,1,0.16,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-49c,North Stradbroke,16/11/2010 9:30,NRSNSI,NRSNSI20101115,NRSNSI20101115_030,2010-11-15T23:30:00Z,-27.345,153.562,30,35.436,1,,0.4,1,0,1,0.03,1,0.1,1,,1999.08,1,,2318.46,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-49b,North Stradbroke,16/11/2010 9:30,NRSNSI,NRSNSI20101115,NRSNSI20101115_040,2010-11-15T23:30:00Z,-27.345,153.562,40,35.48,1,,0.5,1,0,1,0.04,1,0.07,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-49a,North Stradbroke,16/11/2010 9:30,NRSNSI,NRSNSI20101115,NRSNSI20101115_050,2010-11-15T23:30:00Z,-27.345,153.562,50,35.54,1,,1.5,1,0.2,1,0.15,1,0.2,1,,2031.86,1,,2322.85,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-499,North Stradbroke,16/11/2010 9:30,NRSNSI,NRSNSI20101115,NRSNSI20101115_057,2010-11-15T23:30:00Z,-27.345,153.562,57,35.476,1,,2.1,1,4,1,0.34,1,0.17,1,,2060.97,1,,2322.48,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-498,North Stradbroke,16/12/2010 8:30,NRSNSI,NRSNSI20101215,NRSNSI20101215_000,2010-12-15T22:30:00Z,-27.345,153.562,0,35.184,1,,0.5,1,0,1,0.03,1,0.1,1,,1968.2,1,,2307.51,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-497,North Stradbroke,16/12/2010 8:30,NRSNSI,NRSNSI20101215,NRSNSI20101215_010,2010-12-15T22:30:00Z,-27.345,153.562,10,35.195,1,,0.4,1,0,1,0.03,1,0.11,1,,1971.18,1,,2308.19,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-496,North Stradbroke,16/12/2010 8:30,NRSNSI,NRSNSI20101215,NRSNSI20101215_020,2010-12-15T22:30:00Z,-27.345,153.562,20,35.333,1,,0.1,1,0,1,0.05,1,0.14,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-495,North Stradbroke,16/12/2010 8:30,NRSNSI,NRSNSI20101215,NRSNSI20101215_030,2010-12-15T22:30:00Z,-27.345,153.562,30,35.587,1,,1.1,1,4,1,0.33,1,0.1,1,,2058.83,1,WOCE - average of duplicates,2332.91,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-494,North Stradbroke,16/12/2010 8:30,NRSNSI,NRSNSI20101215,NRSNSI20101215_040,2010-12-15T22:30:00Z,-27.345,153.562,40,35.584,1,,1.4,1,4.8,1,0.39,1,0.1,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-493,North Stradbroke,16/12/2010 8:30,NRSNSI,NRSNSI20101215,NRSNSI20101215_050,2010-12-15T22:30:00Z,-27.345,153.562,50,35.562,1,,1.8,1,5.8,1,0.44,1,0.3,1,,2079.73,1,,2330.37,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-492,North Stradbroke,16/12/2010 8:30,NRSNSI,NRSNSI20101215,NRSNSI20101215_057,2010-12-15T22:30:00Z,-27.345,153.562,57,35.542,1,,2,1,6,1,0.44,1,0.09,1,,2083,1,,2325.98,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-491,North Stradbroke,19/01/2011 10:00,NRSNSI,NRSNSI20110119,NRSNSI20110119_000,2011-01-19T00:00:00Z,-27.345,153.562,0,33.787,1,,2.2,1,0,1,0.06,1,0.25,1,,1911.3,1,,2237.1,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-490,North Stradbroke,19/01/2011 10:00,NRSNSI,NRSNSI20110119,NRSNSI20110119_010,2011-01-19T00:00:00Z,-27.345,153.562,10,34.679,1,,0.8,1,0.1,1,0.03,1,0.2,1,,1947.56,1,,2272.76,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-48f,North Stradbroke,19/01/2011 10:00,NRSNSI,NRSNSI20110119,NRSNSI20110119_020,2011-01-19T00:00:00Z,-27.345,153.562,20,35.129,1,,0.7,1,0,1,0.06,1,0.18,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-48e,North Stradbroke,19/01/2011 10:00,NRSNSI,NRSNSI20110119,NRSNSI20110119_030,2011-01-19T00:00:00Z,-27.345,153.562,30,35.505,1,,0.4,1,0.1,1,0.09,1,0.2,1,,2013.13,1,,2327.47,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-48d,North Stradbroke,19/01/2011 10:00,NRSNSI,NRSNSI20110119,NRSNSI20110119_040,2011-01-19T00:00:00Z,-27.345,153.562,40,35.588,1,,1.6,1,4.8,1,0.4,1,0.23,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-48c,North Stradbroke,19/01/2011 10:00,NRSNSI,NRSNSI20110119,NRSNSI20110119_050,2011-01-19T00:00:00Z,-27.345,153.562,50,35.571,1,,1.9,1,5.4,1,0.44,1,0.32,1,,2085.65,1,,2332.45,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-48b,North Stradbroke,19/01/2011 10:00,NRSNSI,NRSNSI20110119,NRSNSI20110119_057,2011-01-19T00:00:00Z,-27.345,153.562,57,35.565,1,,1.7,1,5.5,1,0.42,1,0.2,1,,2083.28,1,,2331.05,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-48a,North Stradbroke,21/02/2011 9:40,NRSNSI,NRSNSI20110220,NRSNSI20110220_000,2011-02-20T23:40:00Z,-27.345,153.562,0,35.076,1,,0.6,1,0,1,0.03,1,0.22,1,,1966.42,1,,2299.14,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-489,North Stradbroke,21/02/2011 9:40,NRSNSI,NRSNSI20110220,NRSNSI20110220_010,2011-02-20T23:40:00Z,-27.345,153.562,10,35.102,1,,0.6,1,0,1,0.03,1,0.27,1,,1970.3,1,,,9,WOCE - no data,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-488,North Stradbroke,21/02/2011 9:40,NRSNSI,NRSNSI20110220,NRSNSI20110220_020,2011-02-20T23:40:00Z,-27.345,153.562,20,35.13,1,,0.4,1,0.1,1,0.03,1,1.14,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-487,North Stradbroke,21/02/2011 9:40,NRSNSI,NRSNSI20110220,NRSNSI20110220_030,2011-02-20T23:40:00Z,-27.345,153.562,30,35.418,1,,0.1,1,0,1,0.1,1,0.06,1,,2005.89,1,,2322.48,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-486,North Stradbroke,21/02/2011 9:40,NRSNSI,NRSNSI20110220,NRSNSI20110220_040,2011-02-20T23:40:00Z,-27.345,153.562,40,35.519,1,,2.6,1,3.7,1,0.36,1,0.06,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-485,North Stradbroke,21/02/2011 9:40,NRSNSI,NRSNSI20110220,NRSNSI20110220_050,2011-02-20T23:40:00Z,-27.345,153.562,50,35.544,1,,1.8,1,5.4,1,0.41,1,0.11,1,,2075.37,1,,2328.22,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-484,North Stradbroke,21/02/2011 9:40,NRSNSI,NRSNSI20110220,NRSNSI20110220_057,2011-02-20T23:40:00Z,-27.345,153.562,57,35.53,1,,1.9,1,5.9,1,0.43,1,0.08,1,,2079,1,,2327.91,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-483,North Stradbroke,23/03/2011 10:20,NRSNSI,NRSNSI20110323,NRSNSI20110323_000,2011-03-23T00:20:00Z,-27.345,153.562,0,35.145,1,,0.7,1,0,1,0.01,1,0.16,1,,1960.83,1,,2294.98,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-482,North Stradbroke,23/03/2011 10:20,NRSNSI,NRSNSI20110323,NRSNSI20110323_010,2011-03-23T00:20:00Z,-27.345,153.562,10,35.126,1,,0.7,1,0,1,0.02,1,0.16,1,,1963.05,1,,2300.61,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-481,North Stradbroke,23/03/2011 10:20,NRSNSI,NRSNSI20110323,NRSNSI20110323_020,2011-03-23T00:20:00Z,-27.345,153.562,20,35.177,1,,0.7,1,0,1,0.01,1,0.06,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-480,North Stradbroke,23/03/2011 10:20,NRSNSI,NRSNSI20110323,NRSNSI20110323_030,2011-03-23T00:20:00Z,-27.345,153.562,30,35.245,1,,0.6,1,0,1,0,1,0.04,1,,1969.76,1,,2304.18,1,,,9,,POINT (153.562 -27.345)
